,1,2,3,4,5
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,0,0,0
2020-12-05,0,0,0,0,0
2020-12-06,0,0,0,0,0
2020-12-07,0,0,0,0,0
2020-12-08,0,0,0,0,0
2020-12-09,0,0,0,0,0
2020-12-10,0,0,0,0,0
2020-12-11,0,0,0,0,0
2020-12-12,0,0,0,0,0
2020-12-13,0,0,0,0,0
2020-12-14,0,0,0,0,0
2020-12-15,0,0,0,0,0
2020-12-16,0,0,0,0,0
2020-12-17,0,7,0,0,0
2020-12-18,7,7,0,0,0
2020-12-19,7,7,0,0,0
2020-12-20,7,7,0,0,0
2020-12-21,7,7,0,0,0
2020-12-22,7,7,0,0,0
2020-12-23,7,7,0,0,0
2020-12-24,7,7,0,0,0
2020-12-25,7,7,0,0,0
2020-12-26,7,7,0,0,0
2020-12-27,7,7,0,0,0
2020-12-28,7,7,0,0,0
2020-12-29,7,7,0,0,0
2020-12-30,7,7,0,0,0
2020-12-31,7,7,0,0,0
2021-01-01,7,7,0,0,0
2021-01-02,7,7,0,0,0
2021-01-03,7,7,0,0,0
2021-01-04,7,7,0,0,0
2021-01-05,7,7,0,0,0
2021-01-06,7,7,0,0,0
2021-01-07,7,7,0,0,0
2021-01-08,14,14,0,0,7
2021-01-09,14,14,0,0,7
2021-01-10,14,14,0,0,7
2021-01-11,14,14,0,0,7
2021-01-12,14,14,7,7,7
2021-01-13,21,14,7,7,7
2021-01-14,21,21,7,7,7
2021-01-15,21,21,7,7,7
2021-01-16,21,21,7,7,7
2021-01-17,21,21,7,7,7
2021-01-18,28,28,7,7,7
2021-01-19,28,35,7,7,7
2021-01-20,28,35,7,7,7
2021-01-21,28,35,7,7,7
2021-01-22,35,35,14,14,14
2021-01-23,35,35,14,14,14
2021-01-24,35,35,14,14,14
2021-01-25,35,35,14,14,14
2021-01-26,35,35,14,14,14
2021-01-27,42,42,14,14,14
2021-01-28,42,42,21,14,14
2021-01-29,42,42,21,14,14
2021-01-30,42,42,21,14,14
2021-01-31,42,42,21,14,14
2021-02-01,49,49,21,21,14
2021-02-02,56,56,28,21,14
2021-02-03,63,56,28,21,21
2021-02-04,70,63,35,21,21
2021-02-05,70,63,35,28,21
2021-02-06,77,63,35,28,21
2021-02-07,77,63,35,28,21
2021-02-08,77,70,42,28,28
2021-02-09,91,77,49,35,28
2021-02-10,98,84,56,42,28
2021-02-11,112,91,63,42,28
2021-02-12,133,105,70,49,42
2021-02-13,133,105,77,49,42
2021-02-14,133,112,77,49,42
2021-02-15,168,133,98,70,49
2021-02-16,196,147,126,84,70
2021-02-17,224,175,154,98,84
2021-02-18,280,224,196,119,98
2021-02-19,308,238,217,147,105
2021-02-20,315,245,224,154,112
2021-02-21,315,245,224,154,112
2021-02-22,336,273,245,175,126
2021-02-23,385,315,273,196,140
2021-02-24,434,350,308,217,161
2021-02-25,462,385,336,238,182
2021-02-26,497,399,357,252,189
2021-02-27,504,406,364,252,189
2021-02-28,504,406,364,252,196
2021-03-01,532,427,392,280,203
2021-03-02,567,455,420,315,224
2021-03-03,609,497,455,336,259
2021-03-04,658,546,504,364,280
2021-03-05,700,609,546,399,315
2021-03-06,700,616,553,413,315
2021-03-07,707,616,560,413,315
2021-03-08,784,700,665,476,357
2021-03-09,917,770,749,567,413
2021-03-10,1071,917,882,679,497
2021-03-11,1260,1078,1050,819,595
2021-03-12,1463,1246,1155,910,700
2021-03-13,1498,1274,1190,931,728
2021-03-14,1505,1281,1197,945,742
2021-03-15,1736,1512,1400,1120,896
2021-03-16,2030,1785,1631,1337,1064
2021-03-17,2345,2037,1841,1589,1246
2021-03-18,2625,2247,2086,1764,1400
2021-03-19,2891,2499,2282,1925,1533
2021-03-20,2926,2562,2324,1967,1589
2021-03-21,2947,2576,2345,1995,1610
2021-03-22,3157,2807,2520,2128,1757
2021-03-23,3479,3178,2765,2296,1876
2021-03-24,3682,3402,2975,2436,2002
2021-03-25,3871,3598,3115,2527,2086
2021-03-26,4032,3724,3241,2618,2149
2021-03-27,4039,3738,3248,2618,2149
2021-03-28,4046,3752,3255,2625,2156
2021-03-29,4172,3850,3353,2709,2212
2021-03-30,4291,3990,3451,2779,2261
2021-03-31,4424,4088,3528,2849,2310
2021-04-01,4501,4172,3605,2898,2359
2021-04-02,4508,4179,3612,2919,2373
2021-04-03,4522,4186,3619,2919,2387
2021-04-04,4522,4186,3626,2940,2394
2021-04-05,4522,4193,3626,2940,2401
2021-04-06,4599,4326,3766,3010,2464
2021-04-07,4683,4396,3836,3073,2513
2021-04-08,4760,4466,3899,3122,2555
2021-04-09,4844,4536,3920,3150,2583
2021-04-10,4844,4536,3927,3157,2590
2021-04-11,4851,4543,3927,3157,2597
2021-04-12,4928,4599,3955,3185,2611
2021-04-13,5082,4690,4004,3234,2653
2021-04-14,5145,4746,4060,3269,2674
2021-04-15,5208,4802,4102,3311,2709
2021-04-16,5250,4837,4130,3346,2758
2021-04-17,5250,4837,4137,3346,2765
2021-04-18,5250,4837,4137,3346,2765
2021-04-19,5299,4900,4172,3381,2793
2021-04-20,5362,4984,4214,3416,2821
2021-04-21,5404,5026,4263,3451,2870
2021-04-22,5446,5068,4305,3479,2912
2021-04-23,5495,5103,4333,3493,2933
2021-04-24,5502,5103,4340,3493,2933
2021-04-25,5502,5110,4340,3493,2933
2021-04-26,5544,5152,4389,3514,2954
2021-04-27,5600,5180,4410,3556,2982
2021-04-28,5642,5201,4445,3591,3003
2021-04-29,5726,5257,4487,3654,3045
2021-04-30,5782,5313,4529,3675,3052
2021-05-01,5782,5313,4529,3682,3059
2021-05-02,5789,5320,4536,3682,3059
2021-05-03,5789,5320,4536,3682,3059
2021-05-04,5838,5362,4557,3696,3073
2021-05-05,5943,5460,4606,3745,3129
2021-05-06,5999,5502,4634,3780,3185
2021-05-07,6034,5537,4669,3808,3199
2021-05-08,6034,5537,4676,3822,3206
2021-05-09,6034,5544,4676,3822,3206
2021-05-10,6069,5586,4718,3857,3241
2021-05-11,6153,5670,4788,3913,3276
2021-05-12,6216,5726,4851,3941,3304
2021-05-13,6272,5782,4893,3962,3318
2021-05-14,6293,5810,4907,3983,3339
2021-05-15,6300,5810,4914,3997,3353
2021-05-16,6300,5817,4921,3997,3353
2021-05-17,6412,5901,4998,4060,3402
2021-05-18,6461,5943,5019,4095,3437
2021-05-19,6482,5971,5040,4116,3451
2021-05-20,6517,5999,5068,4137,3472
2021-05-21,6545,6090,5110,4158,3500
2021-05-22,6545,6097,5117,4165,3514
2021-05-23,6545,6097,5117,4165,3514
2021-05-24,6545,6097,5124,4172,3514
total,265391,304927,327222,345534,382284
